longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,location_name
-118.12,33.9,38,1222,282,756,256,4.125,173900,<1H OCEAN,"10026 Lindale St, Bellflower, CA 90706, USA"
-119.66,36.32,24,2652,568,1532,445,2.3256,56800,INLAND,"889R+X2 Hanford, CA, USA"
-119.14,36.06,32,1838,441,1628,425,1.6452,41500,INLAND,"3V65+2X Poplar-Cotton Center, CA, USA"
-118.11,33.84,36,1756,297,798,287,5.5581,218300,<1H OCEAN,"6236 Seaborn St, Lakewood, CA 90713, USA"
-119.69,36.38,25,1688,302,879,277,3.3214,103100,INLAND,"98H5+XX Hanford, CA, USA"
-122.01,37.98,34,1256,267,638,252,4.0507,161000,NEAR BAY,"3556 Wren Ave, Concord, CA 94519, USA"
-118.62,34.2,23,3098,542,1486,492,5.7613,235800,<1H OCEAN,"22705 Enadia Way, West Hills, CA 91307, USA"
-121.92,37.24,26,6777,1051,3319,1061,6.3663,279400,<1H OCEAN,"5402 Copeland Ln, San Jose, CA 95124, USA"
-122.45,37.78,52,1345,291,560,294,3.7159,494400,NEAR BAY,"Loyola Village, 331 Anza St, San Francisco, CA 94118, USA"
-120.78,38.74,28,4236,877,2008,881,2.1603,111300,INLAND,"9801 Mosquito Rd, Placerville, CA 95667, USA"
-117.71,33.57,4,3289,753,1285,651,4.045,226000,<1H OCEAN,"22 Coventry Ln, Aliso Viejo, CA 92656, USA"
-119.12,36.29,29,1638,323,942,322,2.1731,66200,INLAND,"1789 E Firebaugh Ave, Exeter, CA 93221, USA"
-120.5,38.87,10,81,41,55,16,4.9583,87500,INLAND,"VFCX+2X Campana, CA, USA"
-118.17,34.04,43,908,232,1005,224,1.75,134000,<1H OCEAN,"Long Beach Fwy, East Los Angeles, CA 90022, USA"
-120.27,37.11,18,1277,234,674,238,2.6694,75900,INLAND,"1532 Coolidge Ave, Chowchilla, CA 93610, USA"
-121.17,38.76,14,2028,255,781,251,6.5322,394000,INLAND,"7410 Shelborne Dr, Granite Bay, CA 95746, USA"
-118.3,33.98,48,2010,445,1208,404,1.6611,95800,<1H OCEAN,"6520 Normandie Ave, Los Angeles, CA 90044, USA"
-122.08,37.31,17,2560,396,959,400,7.8528,368900,<1H OCEAN,"8W6C+22 Cupertino, CA, USA"
-119.28,36.33,10,1051,297,927,274,0.78,55500,INLAND,"1143 E Main St, Visalia, CA 93292, USA"
-119.15,34.17,23,2239,537,784,497,1.6038,194300,NEAR OCEAN,"3420 Sutter Dr, Oxnard, CA 93033, USA"
-118.48,34.05,36,2143,434,751,396,6.7496,500001,<1H OCEAN,"San Vicente EB & Anita NS, Los Angeles, CA 90049, USA"
-116.91,32.8,32,1943,287,1081,292,5.6846,208800,<1H OCEAN,"1998 Granite Hills Dr, El Cajon, CA 92019, USA"
-118.09,34.16,45,2199,358,942,353,5.0393,321100,INLAND,"2964 Magna Vista St, Pasadena, CA 91107, USA"
-122.28,37.8,52,96,31,191,34,0.75,162500,NEAR BAY,"431 Martin Luther King Jr Way, Oakland, CA 94607, USA"
-120.91,37.74,19,1690,327,855,296,3.25,176700,INLAND,"4749 Mesa Dr, Oakdale, CA 95361, USA"
-122.37,40.52,18,4547,774,2269,766,3.7896,98100,INLAND,"2989 Brookside Dr, Redding, CA 96001, USA"
-121.05,39.2,48,1759,389,716,350,2.3125,108300,INLAND,"5XX2+X2 Grass Valley, CA, USA"
-121.28,37.92,30,1061,230,851,195,2.4412,61600,INLAND,"2948 Harris Ave, Stockton, CA 95206, USA"
-118.1,34.1,52,1788,313,792,294,3.75,280000,<1H OCEAN,"225 S Del Mar Ave, San Gabriel, CA 91776, USA"
-118.88,34.28,22,3369,771,2751,710,4.0474,182100,<1H OCEAN,"145 Moonsong Ct, Moorpark, CA 93021, USA"
-117.56,33.89,16,693,185,365,176,2.3417,191700,INLAND,"355 Blackpine Dr, Corona, CA 92879, USA"
-118.07,33.81,22,2711,352,1305,368,8.5407,398800,<1H OCEAN,"3592 Cerritos Ave, Los Alamitos, CA 90720, USA"
-121.85,37.36,18,1525,485,1705,448,3.7198,128600,<1H OCEAN,"149 Aguacate Ct, San Jose, CA 95116, USA"
-119.7,36.32,40,1178,244,586,187,2.6477,43500,INLAND,"13454 Larkspur Way, Hanford, CA 93230, USA"
-118.39,34.05,25,2814,701,1139,658,4.0153,460000,<1H OCEAN,"9233 Airdrome St, Los Angeles, CA 90035, USA"
-117.42,34.08,21,4460,930,2657,839,2.7569,127500,INLAND,"9573 Lombardy Ave, Fontana, CA 92335, USA"
-120.07,36.74,19,2627,502,1295,441,3.087,88200,INLAND,"291 N Del Norte Ave, Kerman, CA 93630, USA"
-119.02,35.34,35,1650,390,1145,343,1.5357,56500,INLAND,"1529 El Rancho Pl, Bakersfield, CA 93304, USA"
-121.89,37.35,44,2019,615,1243,518,2.0549,193800,<1H OCEAN,"565 N 9th St, San Jose, CA 95112, USA"
-122.45,37.67,35,491,98,274,97,4.4286,238600,NEAR OCEAN,"1609 Mission Rd, South San Francisco, CA 94080, USA"
-118.21,34.09,39,1287,353,1171,345,1.6118,138500,<1H OCEAN,"3828 Midland St, Los Angeles, CA 90031, USA"
-117.91,33.61,27,1797,343,435,203,5.9196,500001,<1H OCEAN,"917 Via Lido Soud, Newport Beach, CA 92663, USA"
-121.43,37.74,40,859,196,427,176,3.5789,110400,INLAND,"305 Eleventh St, Tracy, CA 95376, USA"
-122.25,37.77,52,1038,220,482,215,3.1771,210200,NEAR BAY,"2034 Lincoln Ave, Alameda, CA 94501, USA"
-117.06,32.71,25,2681,596,1947,553,2.8964,104300,NEAR OCEAN,"6387-93 Imperial Ave, San Diego, CA 92114, USA"
-122.66,38.46,14,2364,631,1300,625,2.6023,221100,<1H OCEAN,"4880 Bridle Trail, Santa Rosa, CA 95409, USA"
-116.96,32.8,19,4574,1152,3045,1057,2.065,124100,<1H OCEAN,"453 Graves Ave, El Cajon, CA 92020, USA"
-118.48,34.28,35,1511,274,873,254,5.5608,226700,<1H OCEAN,"16001 Rinaldi St, Granada Hills, CA 91344, USA"
-122.73,38.47,16,1834,391,994,390,3.7266,156500,<1H OCEAN,"3135 Cleveland Ave, Santa Rosa, CA 95403, USA"
-122.25,37.8,43,2344,647,1710,644,1.6504,151800,NEAR BAY,"1901 Park Blvd, Oakland, CA 94606, USA"
-119.85,36.81,15,1743,310,1011,325,3.755,68000,INLAND,"3272 W Shaw Ave, Fresno, CA 93711, USA"
-118.33,33.86,38,1059,218,561,205,4,248600,<1H OCEAN,"3303 188th St, Torrance, CA 90504, USA"
-117.42,33.96,33,2275,469,1691,459,2.7452,98100,INLAND,"6146 Rhonda Rd, Riverside, CA 92504, USA"
-118.42,34.32,30,3027,604,1970,590,4.3409,156000,<1H OCEAN,"13183 Beaver St, Sylmar, CA 91342, USA"
-121.99,37.58,31,2878,478,1276,485,6.2073,282500,<1H OCEAN,"36550 Niles Blvd, Fremont, CA 94536, USA"
-121.91,37.24,30,2327,419,1114,372,4.7279,272000,<1H OCEAN,"1690 Merrill Dr, San Jose, CA 95124, USA"
-119.8,36.7,28,1592,304,962,282,1.3304,51300,INLAND,"NE Martin Luther King - Annadale, Fresno, CA 93706, USA"
-117.11,32.72,25,1491,348,1183,316,1.9583,88600,NEAR OCEAN,"4003 Federal Blvd, San Diego, CA 92105, USA"
-117.07,33.03,15,1095,158,361,176,6.8099,328200,<1H OCEAN,"12277 Bajada Rd, San Diego, CA 92128, USA"
-120.47,34.65,31,1438,320,816,270,2.4583,128100,NEAR OCEAN,"1012 W Pine Ave, Lompoc, CA 93436, USA"
-118.31,34.06,14,1559,646,1639,567,1.9949,380000,<1H OCEAN,"3829 W 7th St, Los Angeles, CA 90005, USA"
-118.16,34.19,44,2195,449,1377,417,3.5887,153500,<1H OCEAN,"457 Mountain View St, Altadena, CA 91001, USA"
-118.13,34.15,24,1125,341,579,321,2.8125,141700,<1H OCEAN,"997 E Walnut St, Pasadena, CA 91106, USA"
-121.32,38.67,21,3455,706,1605,704,3.1382,91600,INLAND,"6218 Orsi Cir, Carmichael, CA 95608, USA"
-120.74,39.9,23,1017,218,387,152,2.2656,88200,INLAND,"W726+22 Greenhorn, CA, USA"
-122.35,37.95,42,1485,290,971,303,3.6094,114600,NEAR BAY,"2006 Costa Ave, Richmond, CA 94806, USA"
-121.28,38.77,6,3819,550,1738,587,5.8718,201400,INLAND,"349 Diamond Oaks Rd, Roseville, CA 95678, USA"
-119.14,35.76,30,735,137,421,113,2.5625,156300,INLAND,"QV55+XX Jasmin, CA, USA"
-118.16,33.84,36,2220,367,1002,351,5.0719,219500,<1H OCEAN,"Paramount & Greentop NW, Lakewood, CA 90712, USA"
-120.87,37.5,7,4966,985,2431,904,3.1042,122500,INLAND,"700 N Tully Rd, Turlock, CA 95380, USA"
-117.14,33.16,16,1660,293,733,214,5.6874,202700,<1H OCEAN,"1001 Richland Rd, San Marcos, CA 92069, USA"
-117.04,34.03,29,3375,795,1760,699,2.7028,92000,INLAND,"35048 Ave D, Yucaipa, CA 92399, USA"
-119.54,36.52,16,2703,415,1106,372,4.2045,120900,INLAND,"2504 Tamarack Ct, Kingsburg, CA 93631, USA"
-122.23,37.78,52,862,215,994,213,3.0257,80800,NEAR BAY,"28th Avenue, Oakland, CA 94601, USA"
-118.29,34.05,11,677,370,1143,341,2.3864,350000,<1H OCEAN,"1118 1/2 Menlo Ave, Los Angeles, CA 90006, USA"
-118.17,33.79,36,948,303,1042,301,1.55,100000,NEAR OCEAN,"1771 CA-1, Long Beach, CA 90806, USA"
-117.45,34.07,21,3465,639,2292,628,3.3553,113500,INLAND,"16277 Valley Blvd, Fontana, CA 92335, USA"
-121.16,38.68,21,3517,667,1687,655,3.1161,131600,INLAND,"132 Henderson Way, Folsom, CA 95630, USA"
-118.18,33.77,30,1418,439,720,417,2.6371,159400,NEAR OCEAN,"272 Bird Way, Long Beach, CA 90802, USA"
-121.06,38.25,13,651,102,301,104,3.6528,200000,INLAND,"7W2Q+2X Dogtown, CA, USA"
-118.01,34.05,37,682,172,813,173,3.8125,138000,<1H OCEAN,"12934 Valley Blvd, La Puente, CA 91746, USA"
-120.43,38.25,13,763,161,311,125,2.4583,112500,INLAND,"15059 Armstrong Rd, Sheep Ranch, CA 95246, USA"
-118.26,34.02,38,980,285,1308,310,1.5652,123100,<1H OCEAN,"755 E 27th St, Los Angeles, CA 90011, USA"
-120.13,37.93,5,111,26,58,25,1.675,112500,INLAND,"WVJ9+2X Pine Mountain Lake, CA, USA"
-118.1,33.96,40,1743,328,981,291,3.6667,173100,<1H OCEAN,"9419 Sunglow St, Pico Rivera, CA 90660, USA"
-122.29,37.91,38,2591,424,905,378,5.1691,263200,NEAR BAY,"616 Sea View Dr, El Cerrito, CA 94530, USA"
-122.43,37.77,52,2714,779,1438,733,3.6031,275000,NEAR BAY,"40 Fillmore St, San Francisco, CA 94117, USA"
-118.08,33.89,28,1035,275,1545,269,3.0357,123400,<1H OCEAN,"11903 Lowemont St, Norwalk, CA 90650, USA"
-122.45,37.79,52,3069,579,1107,536,5.5634,500001,NEAR BAY,"3444 Washington St, San Francisco, CA 94118, USA"
-121.75,39.4,29,1687,327,864,334,2.4943,81900,INLAND,"C62X+2X Biggs, CA, USA"
-116.89,33.92,10,2653,621,1967,598,2.6643,81000,INLAND,"625 S 12th St, Banning, CA 92220, USA"
-122.16,37.73,52,2260,416,994,412,4.1164,198200,NEAR BAY,"695 CA-185, San Leandro, CA 94577, USA"
-118.42,33.9,37,1576,345,662,340,5.308,500001,<1H OCEAN,"3614 The Strand, Manhattan Beach, CA 90266, USA"
-122.45,37.77,52,2296,509,1039,472,4.1417,500000,NEAR BAY,"540 Cole St, San Francisco, CA 94117, USA"
-118.34,34.17,52,1133,212,545,222,4.875,249500,<1H OCEAN,"3000 W Magnolia Blvd, Burbank, CA 91505, USA"
-119.79,34.43,26,3611,563,2089,540,5.1615,276200,NEAR OCEAN,"4801 Rhoads Ave, Santa Barbara, CA 93111, USA"
-118.24,34,43,863,206,788,187,0.9463,95000,<1H OCEAN,"1821 E 48th Pl, Vernon, CA 90058, USA"
-117.27,34.05,34,1703,395,849,359,3.1607,138200,INLAND,"11256 Rosarita Dr, Loma Linda, CA 92354, USA"
-121.34,38.02,30,4375,689,2038,709,5.1202,133800,INLAND,"7724 Heather Dr, Stockton, CA 95207, USA"
-122.4,37.72,41,1975,440,1528,424,3.8625,218300,NEAR BAY,"3323 San Bruno Ave, San Francisco, CA 94134, USA"
-119.18,35.5,36,1253,259,932,249,2.1635,110400,INLAND,"5209 Minter Field Ave, Shafter, CA 93263, USA"
-118.35,33.91,25,1884,554,1337,549,2.8512,272800,<1H OCEAN,"4317 W 135th St, Hawthorne, CA 90250, USA"
-118.01,34.14,20,3350,831,1816,744,2.8352,161700,INLAND,"500 Huntington Dr, Monrovia, CA 91016, USA"
-118.34,33.99,48,2225,433,1170,401,2.9643,140400,<1H OCEAN,"5729 S Rimpau Blvd, Windsor Hills, CA 90043, USA"
-117.07,33.01,5,5870,977,1917,842,5.1998,294100,<1H OCEAN,"12071 Avenida Consentido, San Diego, CA 92128, USA"
-122.28,37.86,52,1999,417,780,358,3.3906,179300,NEAR BAY,"1509 Carleton St, Berkeley, CA 94703, USA"
-118.94,35.36,19,2714,512,1823,500,3.1281,76200,INLAND,"70 Sterling Rd, Bakersfield, CA 93307, USA"
-122.29,37.9,52,2657,500,1131,489,4.4286,234900,NEAR BAY,"137 Carmel Ave, El Cerrito, CA 94530, USA"
-119.07,36.08,5,2693,508,1785,491,3,71000,INLAND,"2320 W Cricklewood Ct, Porterville, CA 93257, USA"
-120.43,34.9,27,2019,354,1029,346,3.5391,144700,<1H OCEAN,"521 Ferndale Dr, Santa Maria, CA 93455, USA"
-117.36,33.99,42,1178,261,804,283,2.9688,92900,INLAND,"Riverside Fwy, Riverside, CA 92507, USA"
-118.12,33.96,38,2105,348,956,350,4.4125,246000,<1H OCEAN,"9261 La Reina Ave, Downey, CA 90240, USA"
-118.32,33.94,37,1487,296,863,291,3.1563,186200,<1H OCEAN,"10600 S 3rd Ave, Inglewood, CA 90303, USA"
-122.08,37.69,42,1414,274,629,244,3.3478,184900,NEAR BAY,"21233 Orange Ave, Castro Valley, CA 94546, USA"
-118.03,33.87,16,2306,393,1368,387,5.93,277600,<1H OCEAN,"17719 Valley View St, Cerritos, CA 90703, USA"
-122.03,37.05,12,2010,422,784,407,3.9728,190900,NEAR OCEAN,"403 Kings Village Rd, Scotts Valley, CA 95066, USA"
-117.35,34.11,34,2104,388,1578,365,3.0833,88400,INLAND,"2772 St Elmo Dr, Rialto, CA 92376, USA"
-122.46,37.78,52,2051,552,1400,510,3.2396,375000,NEAR BAY,"465 2nd Ave, San Francisco, CA 94118, USA"
-122.16,37.76,45,2299,514,1437,484,2.5122,95500,NEAR BAY,"8632 Seneca St, Oakland, CA 94605, USA"
-120.08,37.06,18,402,76,213,71,1.9063,95800,INLAND,"3W69+2X Madera Acres, CA, USA"
-122.17,39.31,35,2791,552,1395,476,2.5625,62700,INLAND,"8R6J+22 Maxwell, CA, USA"
-122.3,37.56,35,1873,351,945,333,5.5184,274800,NEAR OCEAN,"1675 McKinley St, San Mateo, CA 94403, USA"
-122.48,37.78,52,3047,641,1427,620,3.4883,337200,NEAR BAY,"5625-5641 Geary Blvd, San Francisco, CA 94121, USA"
-117.63,34.12,4,4323,775,1479,663,6.0758,226800,INLAND,"1356 Upland Hills Dr S, Upland, CA 91786, USA"
-120.33,38.26,13,2962,546,252,103,4.4063,155800,INLAND,"491 Blue Lake Springs Dr, Arnold, CA 95223, USA"
-117.98,35.13,5,4849,920,2504,847,3.5391,81900,INLAND,"21237 83rd St, California City, CA 93505, USA"
-117.23,32.73,36,2052,287,699,265,7.5557,441400,NEAR OCEAN,"1617-19 Plum St, San Diego, CA 92106, USA"
-115.39,32.76,16,1136,196,481,185,6.2558,146300,INLAND,"QJ55+XX Holtville, CA, USA"
-121.27,38.13,35,2607,685,2016,618,1.75,82900,INLAND,"309 S Stockton St, Lodi, CA 95240, USA"
-118.29,33.92,34,1374,240,906,248,5.3292,155500,<1H OCEAN,"820 W 124th St, Los Angeles, CA 90044, USA"
-122.38,37.59,44,2089,348,837,317,4.6628,459200,NEAR OCEAN,"1616 Coronado Way, Burlingame, CA 94010, USA"
-121.94,36.55,30,2722,584,628,384,3.4048,487100,NEAR OCEAN,"G3X6+X2 Del Monte Forest, CA, USA"
-117.08,32.62,16,5192,1381,3261,1321,2.2685,151900,NEAR OCEAN,"856 5th Ave, Chula Vista, CA 91911, USA"
-118.31,34.03,29,2438,867,2114,753,0.8351,150000,<1H OCEAN,"2025 1/2 W 28th St, Los Angeles, CA 90018, USA"
-122.06,37.89,21,4985,1590,2575,1458,3.1002,114300,NEAR BAY,"695 Lancaster Rd, Walnut Creek, CA 94595, USA"
-117.95,33.78,32,2296,560,1376,532,3.7303,188500,<1H OCEAN,"12605 Kensington Ln, Garden Grove, CA 92840, USA"
-118.09,33.99,34,1369,270,1005,272,3.692,172600,<1H OCEAN,"6016 Rosemead Blvd, Pico Rivera, CA 90660, USA"
-119.17,34.26,10,3654,541,1638,551,6.1885,267300,NEAR OCEAN,"7R5J+X2 Ventura, CA, USA"
-123.2,39.15,27,990,238,592,225,2.0074,96200,<1H OCEAN,"575 Stella Dr, Ukiah, CA 95482, USA"
-120.71,40.13,19,897,180,276,110,2.9554,89400,INLAND,"47HR+X2 Taylorsville, CA, USA"
-118.4,34.14,52,1695,281,595,264,6.0678,399300,<1H OCEAN,"12184 Laurel Terrace Dr, North Hollywood, CA 91604, USA"
-121.36,38.73,21,2253,416,1050,411,3.141,220100,INLAND,"4301 Sir Barton Ct, Roseville, CA 95747, USA"
-117.24,33.37,14,4687,793,2436,779,4.5391,180900,<1H OCEAN,"1042 Morro Rd, Fallbrook, CA 92028, USA"
-117.99,33.71,19,1967,487,1251,404,3.6696,218800,<1H OCEAN,"17411 Beach Blvd, Huntington Beach, CA 92647, USA"
-118.3,33.98,52,1371,315,986,277,2.9432,94000,<1H OCEAN,"6520 Normandie Ave, Los Angeles, CA 90044, USA"
-122.28,37.86,52,2031,450,958,445,1.9327,169900,NEAR BAY,"1509 Carleton St, Berkeley, CA 94703, USA"
-121.52,39.48,21,2628,494,1364,468,2.0455,59400,INLAND,"30 Shadow Oak Ct, Oroville, CA 95966, USA"
-117.25,33.08,13,3651,465,1311,435,7.5402,340300,NEAR OCEAN,"2867 Corte Morera, Carlsbad, CA 92009, USA"
-118.13,33.89,33,3668,867,2368,845,2.8906,204900,<1H OCEAN,"15816 Stevens Ave, Bellflower, CA 90706, USA"
-121.34,38.67,34,1503,264,731,285,4.0352,118500,INLAND,"5636 Tahama St, Sacramento, CA 95841, USA"
-118.18,34.13,39,2902,460,1007,420,6.1953,363000,<1H OCEAN,"1655 Poppy Peak Dr, Pasadena, CA 91105, USA"
-121.98,36.96,31,3209,723,1489,692,3.6619,245100,NEAR OCEAN,"338 25th Ave, Santa Cruz, CA 95062, USA"
-119.84,36.82,17,2807,376,996,353,5.5357,167700,INLAND,"5645 N Pleasant Ave, Fresno, CA 93711, USA"
-115.55,32.98,24,2565,530,1447,473,3.2593,80800,INLAND,"461 W Main St, Brawley, CA 92227, USA"
-118.32,33.98,40,1298,277,791,255,3.2344,104300,<1H OCEAN,"6551 2nd Ave, Los Angeles, CA 90043, USA"
-120.69,35.49,16,2666,450,1203,429,4.1375,222400,<1H OCEAN,"3700 Ardilla Rd, Atascadero, CA 93422, USA"
-122.38,40.58,36,1808,384,807,383,1.8375,74800,INLAND,"782 South St, Redding, CA 96001, USA"
-122.11,38,9,3424,583,1460,543,5.76,212600,NEAR BAY,"410 Claeys St, Martinez, CA 94553, USA"
-119.8,36.73,45,925,231,797,228,1.7011,44800,INLAND,"SW C St - Fresno, Fresno, CA 93706, USA"
-117.26,32.81,37,1616,421,650,395,2.92,326500,NEAR OCEAN,"5272 La Jolla Mesa Dr, San Diego, CA 92109, USA"
-118.93,36.19,30,2685,546,951,523,2.6184,113900,INLAND,"53Q9+XX Springville, CA, USA"
-119.45,35.13,34,1440,309,808,294,2.3013,26600,INLAND,"1023 Buena Vista St, Taft, CA 93268, USA"
-117.21,33.02,26,3194,454,1032,406,10.156,500001,NEAR OCEAN,"16980 Mimosa Pl, Rancho Santa Fe, CA 92067, USA"
-117.01,32.79,31,3776,815,1886,799,3.4421,155300,<1H OCEAN,"8725 Crockett St, La Mesa, CA 91942, USA"
-122.43,37.8,52,2802,622,954,572,4.5399,500001,NEAR BAY,"1832 Greenwich St, San Francisco, CA 94123, USA"
-116.15,33.64,10,1711,499,1896,443,1.6557,65400,INLAND,"JRRX+2X Thermal, CA, USA"
-118.1,33.83,37,2059,349,825,334,4.0603,225200,<1H OCEAN,"3979 N Los Coyotes Diagonal, Long Beach, CA 90808, USA"
-118.01,34.05,31,1135,355,1717,368,2.1602,161700,<1H OCEAN,"12934 Valley Blvd, La Puente, CA 91746, USA"
-118.43,34.32,34,2657,515,1948,532,4.233,157400,<1H OCEAN,"13620 Astoria St, Sylmar, CA 91342, USA"
-118.37,34.03,41,1425,285,838,296,3.9732,188400,<1H OCEAN,"2737 Spaulding Ave, Los Angeles, CA 90016, USA"
-120.69,35.65,14,3487,889,2352,796,1.6303,144900,<1H OCEAN,"3350 Riverside Ave, Paso Robles, CA 93446, USA"
-118.14,34.09,38,1745,457,1547,460,2.85,219000,<1H OCEAN,"105 Electric Ave, Alhambra, CA 91801, USA"
-117.4,33.94,30,1198,251,1019,214,3.0509,82700,INLAND,"7196 Nixon Dr, Riverside, CA 92504, USA"
-121.37,36.84,11,1996,382,1023,358,3.5714,243000,INLAND,"1250 Mulberry Ct, Hollister, CA 95023, USA"
-118.02,33.77,33,2683,436,1520,456,5.0091,211500,<1H OCEAN,"6311 Kiowa Rd, Westminster, CA 92683, USA"
-117,32.8,29,2045,398,912,368,3.0189,144100,<1H OCEAN,"455 Church Way, El Cajon, CA 92020, USA"
-119.99,37.51,14,2878,617,1011,509,1.398,103800,INLAND,"5612 French Camp Rd, Mariposa, CA 95338, USA"
-118.05,33.82,25,1548,279,732,265,5.123,159600,<1H OCEAN,"4743 Corsica Dr, Cypress, CA 90630, USA"
-117.95,33.87,34,1599,296,938,307,4.285,184900,<1H OCEAN,"Commonwealth-Basque, Fullerton, CA 92833, USA"
-121.85,39.77,17,5273,1177,2446,1199,1.9362,89900,INLAND,"6 Scenic Ln, Chico, CA 95973, USA"
-121.83,38.45,32,2139,440,1154,411,3.2672,107500,INLAND,"645 Shasta Ct, Dixon, CA 95620, USA"
-121.65,39.53,23,1387,325,640,289,1.4833,65200,INLAND,"2942 Nelson Ave, Oroville, CA 95965, USA"
-119.01,36.07,44,2450,575,1330,508,1.6103,50900,INLAND,"256 N Murry St, Porterville, CA 93257, USA"
-119.3,36.57,32,728,152,461,149,3.0156,109100,INLAND,"HM9X+XX Orosi, CA, USA"
-121.04,38.95,22,1931,445,1009,407,2.75,153200,INLAND,"105 Chubb Rd, Auburn, CA 95603, USA"
-121.34,38.66,18,4164,963,2032,898,2.119,133100,INLAND,"5120 Saddlewood St, Sacramento, CA 95841, USA"
-118.27,34.07,38,1270,556,1692,450,1.87,170800,<1H OCEAN,"2207 W Court St, Los Angeles, CA 90026, USA"
-121.01,37.61,5,3655,696,2316,647,3.4703,129300,INLAND,"JX5Q+XX Modesto, CA, USA"
-117.93,34.12,36,294,67,266,80,3.5385,134400,INLAND,"43CC+22 Irwindale, CA, USA"
-118.46,34.14,34,5264,771,1738,753,8.8115,500001,<1H OCEAN,"3819 Stone Canyon Ave, Sherman Oaks, CA 91403, USA"
-118.02,34.06,26,2929,970,3792,817,2.2577,173800,<1H OCEAN,"2843 Allgeyer Ave, El Monte, CA 91732, USA"
-121.23,40.29,21,3229,667,1501,582,2.1524,77100,INLAND,"7QQC+X2 Chester, CA, USA"
-119.85,37.1,8,828,168,413,146,3.375,80700,INLAND,"35X2+X2 Raymond, CA, USA"
-117.06,33.78,17,2813,565,1345,488,2.5847,145300,INLAND,"QWJQ+2X San Jacinto, CA, USA"
-117.34,34.51,6,5667,1385,2447,1199,2.3617,103100,INLAND,"14779 Seneca Rd, Victorville, CA 92392, USA"
-118.45,34.32,23,3481,641,1952,682,4.26,189400,<1H OCEAN,"14525 Bledsoe St, Sylmar, CA 91342, USA"
-118.03,34.06,36,1018,305,1307,292,2.1453,162100,<1H OCEAN,"11319 Elliott Ave, El Monte, CA 91732, USA"
-121.34,38.65,27,1595,246,610,253,4.6,199000,INLAND,"4654 Hixon Cir, Carmichael, CA 95608, USA"
-122.94,38.49,37,3169,719,777,344,2.7072,117100,<1H OCEAN,"F3R5+2X Summerhome Park, CA, USA"
-117.86,33.74,32,691,151,926,148,4.125,175900,<1H OCEAN,"621 E Bishop St, Santa Ana, CA 92701, USA"
-118.59,34.22,17,6015,1464,3056,1347,4.0077,229000,<1H OCEAN,"20949 Roscoe Blvd, Canoga Park, CA 91304, USA"
-118.21,34.07,31,1453,404,1486,389,2.3859,153100,<1H OCEAN,"3008 Baldwin St, Lincoln Heights, CA 90031, USA"
-118.12,33.85,37,2386,409,1101,399,4.6908,218200,<1H OCEAN,"5738 Yearling St, Lakewood, CA 90713, USA"
-122.32,37.57,33,3384,819,2626,793,3.2285,234800,NEAR OCEAN,"115 S Fremont St, San Mateo, CA 94401, USA"
-123.36,39.25,17,1087,254,522,202,2.5875,144500,<1H OCEAN,"7J2Q+2X Orrs Springs, CA, USA"
-119.25,36.27,23,1494,275,678,235,2.6875,69100,INLAND,"51 Avenue 264, Visalia, CA 93292, USA"
-117.18,32.75,52,1504,208,518,196,8.603,459600,NEAR OCEAN,"1823 Sheridan Ave, San Diego, CA 92103, USA"
-118.24,34.22,41,2476,506,1271,485,3.4531,263900,<1H OCEAN,"2807 Altura Ave, La Crescenta-Montrose, CA 91214, USA"
-122.38,40.58,34,1262,267,520,259,1.6983,72600,INLAND,"782 South St, Redding, CA 96001, USA"
-117.31,34.5,14,2443,447,883,465,2.1111,116700,INLAND,"16217 Wimbleton Dr, Victorville, CA 92395, USA"
-117.3,34.14,39,1781,335,841,320,1.9432,89000,INLAND,"768 W 26th St, San Bernardino, CA 92405, USA"
-118.19,34.05,35,1296,307,1423,276,2.7432,135200,<1H OCEAN,"1115 N Ditman Ave, Los Angeles, CA 90063, USA"
-121.95,37.35,36,832,211,545,211,3.2813,244400,<1H OCEAN,"1388 Fremont St, Santa Clara, CA 95050, USA"
-118.3,33.91,34,1617,493,1530,500,2.6182,172600,<1H OCEAN,"13422 Normandie Ave, Gardena, CA 90249, USA"
-121.89,36.6,40,626,164,337,150,2.7917,225000,<1H OCEAN,"500 Del Monte Ave, Monterey, CA 93940, USA"
-117.34,34.07,46,1851,425,1100,377,2.0461,90500,INLAND,"1081 W H St, Colton, CA 92324, USA"
-122.41,37.66,37,694,188,658,225,4.6103,237500,NEAR OCEAN,"719 Olive Ave, South San Francisco, CA 94080, USA"
-121.31,38.64,19,5407,838,1927,804,4.6302,195400,INLAND,"6648 Lincoln Ave, Carmichael, CA 95608, USA"
-119.06,34.37,32,3885,759,2504,736,3.6453,201700,<1H OCEAN,"1300 Woodland Dr, Santa Paula, CA 93060, USA"
-118.4,34.18,32,3724,899,1912,791,3.5711,312700,<1H OCEAN,"6019 St Clair Ave, North Hollywood, CA 91606, USA"
-121.28,38.67,29,1087,174,430,174,4.3625,158800,INLAND,"5732 Longwood Way, Citrus Heights, CA 95610, USA"
-120.57,38.2,13,4110,847,1796,706,2.6417,122300,INLAND,"6141 Michel Rd, Mountain Ranch, CA 95246, USA"
